id_venta,producto,precio,cantidad,fecha_venta,categoria,precio_total
1350,Plancha de vapor,$105.68,5,21/06/2024,Electrodomésticos,528.40
1547,Horno eléctrico,$95.83,2,21/06/2024,Electrodomésticos,191.66
1843,Microondas,$72.00,11,21/06/2024,Electrodomésticos,792.00
2290,Consola de videojuegos,$115.96,7,21/06/2024,Electrónica,811.72
267,Elementos de cerámica,$58.78,11,22/06/2024,Decoración,646.58
330,Adorno de pared,$60.02,6,22/06/2024,Decoración,360.12
966,Cortinas,$51.43,10,22/06/2024,Decoración,514.30
1196,Secadora,$32.40,3,22/06/2024,Electrodomésticos,97.20
2324,Tablet,$45.82,9,22/06/2024,Electrónica,412.38
416,Cortinas,$83.58,3,23/06/2024,Decoración,250.74
756,Cortinas,$107.29,4,23/06/2024,Decoración,429.16
834,Jarrón decorativo,$78.01,4,23/06/2024,Decoración,312.04
1084,Aspiradora,$119.83,7,23/06/2024,Electrodomésticos,838.81
1442,Microondas,$81.76,5,23/06/2024,Electrodomésticos,408.80
2192,Televisor,$104.46,12,23/06/2024,Electrónica,1253.52
2461,Parlantes Bluetooth,$73.92,11,23/06/2024,Electrónica,813.12
383,Espejo decorativo,$119.48,7,24/06/2024,Decoración,836.36
578,Rincón de plantas,$36.07,9,24/06/2024,Decoración,324.63
603,Espejo decorativo,$104.42,11,24/06/2024,Decoración,1148.62
1172,Microondas,$73.91,12,24/06/2024,Electrodomésticos,886.92
1291,Freidora eléctrica,$56.86,1,24/06/2024,Electrodomésticos,56.86
1833,Microondas,$42.14,2,24/06/2024,Electrodomésticos,84.28
1858,Cafetera,$30.27,4,24/06/2024,Electrodomésticos,121.08
2091,Parlantes Bluetooth,$83.60,10,24/06/2024,Electrónica,836.00
2158,SmartWatch,$89.15,1,24/06/2024,Electrónica,89.15
287,Elementos de cerámica,$47.43,2,25/06/2024,Decoración,94.86
1192,Microondas,$66.39,12,25/06/2024,Electrodomésticos,796.68
1541,Freidora eléctrica,$37.62,5,25/06/2024,Electrodomésticos,188.10
1825,Lavadora,$93.71,1,25/06/2024,Electrodomésticos,93.71
2057,Cámara digital,$109.29,10,25/06/2024,Electrónica,1092.90
2254,Tablet,$110.94,6,25/06/2024,Electrónica,665.64
2328,SmartWatch,$27.13,3,25/06/2024,Electrónica,81.39
2512,Televisor,$52.92,9,25/06/2024,Electrónica,476.28
179,Lámpara de mesa,$120.58,1,26/06/2024,Decoración,120.58
489,Lámpara de mesa,$111.20,10,26/06/2024,Decoración,1112.00
677,Elementos de cerámica,$93.29,9,26/06/2024,Decoración,839.61
815,Alfombra,$124.88,7,26/06/2024,Decoración,874.16
1335,Lavadora,$36.86,6,26/06/2024,Electrodomésticos,221.16
1712,Microondas,$55.83,2,26/06/2024,Electrodomésticos,111.66
1931,Freidora eléctrica,$82.90,5,26/06/2024,Electrodomésticos,414.50
2499,Proyector,$66.51,1,26/06/2024,Electrónica,66.51
2700,Consola de videojuegos,$39.68,12,26/06/2024,Electrónica,476.16
146,Cortinas,$68.55,9,27/06/2024,Decoración,616.95
283,Espejo decorativo,$89.21,2,27/06/2024,Decoración,178.42
711,Lámpara de mesa,$66.24,1,27/06/2024,Decoración,66.24
831,Lámpara de mesa,$70.23,12,27/06/2024,Decoración,842.76
1083,Microondas,$26.82,3,27/06/2024,Electrodomésticos,80.46
1549,Batidora,$106.44,6,27/06/2024,Electrodomésticos,638.64
2884,Tablet,$94.72,4,27/06/2024,Electrónica,378.88
71,Lámpara de mesa,$97.07,2,28/06/2024,Decoración,194.14
916,Cortinas,$50.83,1,28/06/2024,Decoración,50.83
1448,Cafetera,$44.00,4,28/06/2024,Electrodomésticos,176.00
1668,Cafetera,$111.39,12,28/06/2024,Electrodomésticos,1336.68
2730,Consola de videojuegos,$87.79,2,28/06/2024,Electrónica,175.58
2743,Smartphone,$91.42,9,28/06/2024,Electrónica,822.78
2836,Laptop,$64.00,10,28/06/2024,Electrónica,640.00
2919,Proyector,$46.95,6,28/06/2024,Electrónica,281.70
10,Adorno de pared,$44.65,10,29/06/2024,Decoración,446.50
125,Alfombra,$92.80,2,29/06/2024,Decoración,185.60
502,Cuadro decorativo,$120.85,10,29/06/2024,Decoración,1208.50
1390,Plancha de vapor,$45.61,8,29/06/2024,Electrodomésticos,364.88
1826,Secadora,$109.43,9,29/06/2024,Electrodomésticos,984.87
2008,SmartWatch,$34.81,9,29/06/2024,Electrónica,313.29
2024,Tablet,$61.79,6,29/06/2024,Electrónica,370.74
2259,Proyector,$35.94,2,29/06/2024,Electrónica,71.88
2747,Cámara digital,$106.28,7,29/06/2024,Electrónica,743.96
2932,Televisor,$66.39,5,29/06/2024,Electrónica,331.95
411,Lámpara de mesa,$52.72,4,30/06/2024,Decoración,210.88
846,Cortinas,$123.89,8,30/06/2024,Decoración,991.12
994,Jarrón decorativo,$93.88,4,30/06/2024,Decoración,375.52
1107,Horno eléctrico,$62.25,3,30/06/2024,Electrodomésticos,186.75
1927,Horno eléctrico,$70.29,12,30/06/2024,Electrodomésticos,843.48
2006,Laptop,$86.67,3,30/06/2024,Electrónica,260.01
2741,Parlantes Bluetooth,$112.71,6,30/06/2024,Electrónica,676.26
2771,Parlantes Bluetooth,$117.61,2,30/06/2024,Electrónica,235.22
363,Espejo decorativo,$119.02,1,01/07/2024,Decoración,119.02
585,Alfombra,$72.74,3,01/07/2024,Decoración,218.22
2394,Tablet,$74.88,11,01/07/2024,Electrónica,823.68
2525,Auriculares,$78.62,11,01/07/2024,Electrónica,864.82
2744,Auriculares,$70.61,1,01/07/2024,Electrónica,70.61
2787,Cámara digital,$79.77,2,01/07/2024,Electrónica,159.54
443,Espejo decorativo,$65.59,1,02/07/2024,Decoración,65.59
735,Alfombra,$47.63,5,02/07/2024,Decoración,238.15
795,Alfombra,$124.05,10,02/07/2024,Decoración,1240.50
1011,Freidora eléctrica,$79.07,7,02/07/2024,Electrodomésticos,553.49
1296,Secadora,$65.21,10,02/07/2024,Electrodomésticos,652.10
1799,Batidora,$29.22,2,02/07/2024,Electrodomésticos,58.44
1998,Cafetera,$101.11,7,02/07/2024,Electrodomésticos,707.77
2343,Smartphone,$68.49,11,02/07/2024,Electrónica,753.39
2358,SmartWatch,$118.54,3,02/07/2024,Electrónica,355.62
2906,Laptop,$99.78,12,02/07/2024,Electrónica,1197.36
2968,SmartWatch,$92.79,1,02/07/2024,Electrónica,92.79
352,Cuadro decorativo,$85.72,5,03/07/2024,Decoración,428.60
865,Alfombra,$80.74,6,03/07/2024,Decoración,484.44
1058,Cafetera,$52.48,6,03/07/2024,Electrodomésticos,314.88
1292,Microondas,$115.46,2,03/07/2024,Electrodomésticos,230.92
1958,Cafetera,$115.80,12,03/07/2024,Electrodomésticos,1389.60
2756,Laptop,$86.43,12,03/07/2024,Electrónica,1037.16
2770,Consola de videojuegos,$60.92,8,03/07/2024,Electrónica,487.36
165,Alfombra,$110.83,2,04/07/2024,Decoración,221.66
360,Adorno de pared,$67.02,9,04/07/2024,Decoración,603.18
516,Cortinas,$38.35,7,04/07/2024,Decoración,268.45
1937,Horno eléctrico,$37.32,7,04/07/2024,Electrodomésticos,261.24
1941,Freidora eléctrica,$72.66,2,04/07/2024,Electrodomésticos,145.32
2237,Cámara digital,$29.68,11,04/07/2024,Electrónica,326.48
335,Alfombra,$38.03,1,05/07/2024,Decoración,38.03
931,Lámpara de mesa,$35.86,9,05/07/2024,Decoración,322.74
979,Lámpara de mesa,$76.68,2,05/07/2024,Decoración,153.36
1072,Microondas,$93.79,1,05/07/2024,Electrodomésticos,93.79
1147,Horno eléctrico,$56.79,11,05/07/2024,Electrodomésticos,624.69
1805,Lavadora,$72.80,2,05/07/2024,Electrodomésticos,145.60
2265,Auriculares,$82.56,12,05/07/2024,Electrónica,990.72
513,Espejo decorativo,$112.70,11,06/07/2024,Decoración,1239.70
716,Cortinas,$89.27,4,06/07/2024,Decoración,357.08
838,Rincón de plantas,$32.18,4,06/07/2024,Decoración,128.72
1770,Plancha de vapor,$80.83,9,06/07/2024,Electrodomésticos,727.47
1792,Microondas,$70.37,6,06/07/2024,Electrodomésticos,422.22
2861,Parlantes Bluetooth,$67.09,6,06/07/2024,Electrónica,402.54
215,Alfombra,$73.11,3,07/07/2024,Decoración,219.33
354,Jarrón decorativo,$63.61,3,07/07/2024,Decoración,190.83
569,Lámpara de mesa,$78.36,12,07/07/2024,Decoración,940.32
827,Elementos de cerámica,$97.35,5,07/07/2024,Decoración,486.75
965,Alfombra,$75.30,4,07/07/2024,Decoración,301.20
986,Cortinas,$111.39,10,07/07/2024,Decoración,1113.90
1112,Microondas,$41.19,5,07/07/2024,Electrodomésticos,205.95
1355,Lavadora,$114.24,9,07/07/2024,Electrodomésticos,1028.16
1903,Microondas,$101.57,8,07/07/2024,Electrodomésticos,812.56
1936,Secadora,$117.68,12,07/07/2024,Electrodomésticos,1412.16
2666,Laptop,$44.22,1,07/07/2024,Electrónica,44.22
2910,Consola de videojuegos,$122.48,7,07/07/2024,Electrónica,857.36
233,Espejo decorativo,$106.52,5,08/07/2024,Decoración,532.60
796,Cortinas,$71.33,6,08/07/2024,Decoración,427.98
2889,Proyector,$32.99,7,08/07/2024,Electrónica,230.93
228,Rincón de plantas,$56.12,2,09/07/2024,Decoración,112.24
268,Rincón de plantas,$82.16,10,09/07/2024,Decoración,821.60
526,Cortinas,$38.63,12,09/07/2024,Decoración,463.56
622,Cuadro decorativo,$108.93,4,09/07/2024,Decoración,435.72
941,Lámpara de mesa,$58.97,12,09/07/2024,Decoración,707.64
1180,Plancha de vapor,$42.61,2,09/07/2024,Electrodomésticos,85.22
1675,Lavadora,$70.34,6,09/07/2024,Electrodomésticos,422.04
2239,Proyector,$35.83,5,09/07/2024,Electrónica,179.15
2293,Smartphone,$115.15,4,09/07/2024,Electrónica,460.60
2466,Laptop,$97.07,1,09/07/2024,Electrónica,97.07
2604,Auriculares,$106.41,3,09/07/2024,Electrónica,319.23
2719,Proyector,$94.86,7,09/07/2024,Electrónica,664.02
154,Jarrón decorativo,$121.50,11,10/07/2024,Decoración,1336.50
790,Adorno de pared,$89.14,5,10/07/2024,Decoración,445.70
2579,Proyector,$115.50,6,10/07/2024,Electrónica,693.00
96,Cortinas,$59.90,9,11/07/2024,Decoración,539.10
307,Elementos de cerámica,$95.51,7,11/07/2024,Decoración,668.57
769,Candelabro,$113.28,2,11/07/2024,Decoración,226.56
858,Rincón de plantas,$84.64,11,11/07/2024,Decoración,931.04
1746,Secadora,$52.03,5,11/07/2024,Electrodomésticos,260.15
1884,Aspiradora,$94.69,4,11/07/2024,Electrodomésticos,378.76
1899,Batidora,$83.64,1,11/07/2024,Electrodomésticos,83.64
2053,Smartphone,$115.95,4,11/07/2024,Electrónica,463.80
2143,Smartphone,$74.56,1,11/07/2024,Electrónica,74.56
2997,SmartWatch,$47.71,3,11/07/2024,Electrónica,143.13
61,Lámpara de mesa,$86.92,11,12/07/2024,Decoración,956.12
291,Lámpara de mesa,$48.57,4,12/07/2024,Decoración,194.28
463,Espejo decorativo,$27.65,11,12/07/2024,Decoración,304.15
1306,Secadora,$69.81,6,12/07/2024,Electrodomésticos,418.86
1427,Horno eléctrico,$33.55,11,12/07/2024,Electrodomésticos,369.05
1525,Lavadora,$34.53,10,12/07/2024,Electrodomésticos,345.30
1536,Secadora,$69.11,6,12/07/2024,Electrodomésticos,414.66
55,Alfombra,$53.54,12,13/07/2024,Decoración,642.48
241,Lámpara de mesa,$62.35,3,13/07/2024,Decoración,187.05
691,Lámpara de mesa,$111.59,2,13/07/2024,Decoración,223.18
1123,Microondas,$46.62,7,13/07/2024,Electrodomésticos,326.34
1755,Lavadora,$36.52,9,13/07/2024,Electrodomésticos,328.68
1985,Lavadora,$93.30,2,13/07/2024,Electrodomésticos,186.60
1997,Horno eléctrico,$81.81,5,13/07/2024,Electrodomésticos,409.05
2425,Auriculares,$99.13,7,13/07/2024,Electrónica,693.91
2469,Proyector,$52.56,8,13/07/2024,Electrónica,420.48
2927,Cámara digital,$103.18,9,13/07/2024,Electrónica,928.62
964,Jarrón decorativo,$43.30,7,14/07/2024,Decoración,303.10
1078,Cafetera,$38.47,1,14/07/2024,Electrodomésticos,38.47
2247,Cámara digital,$28.06,7,14/07/2024,Electrónica,196.42
2495,Auriculares,$107.82,4,14/07/2024,Electrónica,431.28
2911,Parlantes Bluetooth,$63.27,2,14/07/2024,Electrónica,126.54
105,Alfombra,$43.53,9,15/07/2024,Decoración,391.77
149,Candelabro,$29.77,9,15/07/2024,Decoración,267.93
173,Espejo decorativo,$96.39,6,15/07/2024,Decoración,578.34
783,Espejo decorativo,$80.56,7,15/07/2024,Decoración,563.92
1373,Microondas,$86.33,2,15/07/2024,Electrodomésticos,172.66
1494,Aspiradora,$82.50,6,15/07/2024,Electrodomésticos,495.00
1533,Microondas,$71.18,9,15/07/2024,Electrodomésticos,640.62
1604,Aspiradora,$99.90,8,15/07/2024,Electrodomésticos,799.20
2625,Auriculares,$77.33,6,15/07/2024,Electrónica,463.98
2991,Televisor,$92.33,4,15/07/2024,Electrónica,369.32
63,Espejo decorativo,$57.27,11,16/07/2024,Decoración,629.97
200,Adorno de pared,$110.40,5,16/07/2024,Decoración,552.00
201,Lámpara de mesa,$58.19,1,16/07/2024,Decoración,58.19
298,Rincón de plantas,$29.59,12,16/07/2024,Decoración,355.08
1037,Horno eléctrico,$120.58,8,16/07/2024,Electrodomésticos,964.64
1795,Lavadora,$83.14,8,16/07/2024,Electrodomésticos,665.12
1824,Aspiradora,$44.78,12,16/07/2024,Electrodomésticos,537.36
1926,Secadora,$42.19,2,16/07/2024,Electrodomésticos,84.38
2280,Consola de videojuegos,$108.67,3,16/07/2024,Electrónica,326.01
129,Candelabro,$85.59,5,17/07/2024,Decoración,427.95
1047,Horno eléctrico,$96.67,3,17/07/2024,Electrodomésticos,290.01
1135,Lavadora,$55.01,12,17/07/2024,Electrodomésticos,660.12
1653,Microondas,$124.64,9,17/07/2024,Electrodomésticos,1121.76
1862,Microondas,$51.41,6,17/07/2024,Electrodomésticos,308.46
1910,Plancha de vapor,$75.65,5,17/07/2024,Electrodomésticos,378.25
1947,Horno eléctrico,$54.93,7,17/07/2024,Electrodomésticos,384.51
2570,Consola de videojuegos,$122.81,6,17/07/2024,Electrónica,736.86
2643,Smartphone,$97.36,1,17/07/2024,Electrónica,97.36
369,Candelabro,$72.98,11,18/07/2024,Decoración,802.78
1170,Plancha de vapor,$30.39,11,18/07/2024,Electrodomésticos,334.29
1237,Horno eléctrico,$35.48,8,18/07/2024,Electrodomésticos,283.84
1614,Aspiradora,$56.92,7,18/07/2024,Electrodomésticos,398.44
1663,Microondas,$60.51,10,18/07/2024,Electrodomésticos,605.10
1714,Aspiradora,$75.51,12,18/07/2024,Electrodomésticos,906.12
2834,Auriculares,$65.34,4,18/07/2024,Electrónica,261.36
2855,Auriculares,$57.89,2,18/07/2024,Electrónica,115.78
155,Alfombra,$79.26,10,19/07/2024,Decoración,792.60
157,Elementos de cerámica,$48.72,12,19/07/2024,Decoración,584.64
2350,Consola de videojuegos,$90.18,4,19/07/2024,Electrónica,360.72
2555,Auriculares,$37.08,1,19/07/2024,Electrónica,37.08
2567,Cámara digital,$47.38,6,19/07/2024,Electrónica,284.28
2954,Auriculares,$86.93,7,19/07/2024,Electrónica,608.51
37,Elementos de cerámica,$38.64,1,20/07/2024,Decoración,38.64
87,Elementos de cerámica,$38.79,3,20/07/2024,Decoración,116.37
391,Lámpara de mesa,$56.98,2,20/07/2024,Decoración,113.96
488,Rincón de plantas,$114.92,1,20/07/2024,Decoración,114.92
1157,Horno eléctrico,$56.94,4,20/07/2024,Electrodomésticos,227.76
1333,Microondas,$95.29,8,20/07/2024,Electrodomésticos,762.32
1364,Aspiradora,$68.72,11,20/07/2024,Electrodomésticos,755.92
1909,Batidora,$124.45,5,20/07/2024,Electrodomésticos,622.25
2184,Auriculares,$31.39,2,20/07/2024,Electrónica,62.78
2326,Laptop,$52.68,11,20/07/2024,Electrónica,579.48
2484,Auriculares,$76.32,10,20/07/2024,Electrónica,763.20
2866,Laptop,$47.15,1,20/07/2024,Electrónica,47.15
77,Elementos de cerámica,$121.49,8,21/07/2024,Decoración,971.92
1195,Lavadora,$88.93,5,21/07/2024,Electrodomésticos,444.65
1402,Microondas,$80.75,9,21/07/2024,Electrodomésticos,726.75
1491,Freidora eléctrica,$48.86,1,21/07/2024,Electrodomésticos,48.86
2314,Auriculares,$68.94,9,21/07/2024,Electrónica,620.46
2362,Televisor,$58.05,11,21/07/2024,Electrónica,638.55
2596,Laptop,$52.44,4,21/07/2024,Electrónica,209.76
121,Lámpara de mesa,$60.27,9,22/07/2024,Decoración,542.43
258,Rincón de plantas,$52.21,9,22/07/2024,Decoración,469.89
870,Adorno de pared,$85.11,4,22/07/2024,Decoración,340.44
1249,Batidora,$79.15,10,22/07/2024,Electrodomésticos,791.50
2799,Proyector,$97.23,8,22/07/2024,Electrónica,777.84
12,Cuadro decorativo,$59.33,1,23/07/2024,Decoración,59.33
602,Cuadro decorativo,$76.58,11,23/07/2024,Decoración,842.38
1444,Aspiradora,$118.58,2,23/07/2024,Electrodomésticos,237.16
1847,Horno eléctrico,$113.06,6,23/07/2024,Electrodomésticos,678.36
2221,Parlantes Bluetooth,$64.92,2,23/07/2024,Electrónica,129.84
2397,Cámara digital,$56.77,4,23/07/2024,Electrónica,227.08
2524,Auriculares,$74.77,7,23/07/2024,Electrónica,523.39
554,Jarrón decorativo,$97.67,7,24/07/2024,Decoración,683.69
1016,Secadora,$28.80,12,24/07/2024,Electrodomésticos,345.60
1397,Horno eléctrico,$63.21,2,24/07/2024,Electrodomésticos,126.42
1575,Lavadora,$47.70,9,24/07/2024,Electrodomésticos,429.30
1745,Lavadora,$92.94,8,24/07/2024,Electrodomésticos,743.52
1816,Secadora,$47.25,4,24/07/2024,Electrodomésticos,189.00
2023,Smartphone,$105.76,12,24/07/2024,Electrónica,1269.12
2070,Consola de videojuegos,$39.85,6,24/07/2024,Electrónica,239.10
2593,Smartphone,$123.47,7,24/07/2024,Electrónica,864.29
32,Cuadro decorativo,$26.37,6,25/07/2024,Decoración,158.22
309,Candelabro,$77.84,8,25/07/2024,Decoración,622.72
321,Lámpara de mesa,$54.66,7,25/07/2024,Decoración,382.62
473,Espejo decorativo,$83.21,1,25/07/2024,Decoración,83.21
1220,Plancha de vapor,$74.88,1,25/07/2024,Electrodomésticos,74.88
1231,Freidora eléctrica,$98.69,3,25/07/2024,Electrodomésticos,296.07
1279,Batidora,$42.67,10,25/07/2024,Electrodomésticos,426.70
2709,Proyector,$108.23,6,25/07/2024,Electrónica,649.38
2891,Parlantes Bluetooth,$31.28,12,25/07/2024,Electrónica,375.36
3000,Parlantes Bluetooth,$78.55,11,25/07/2024,Electrónica,864.05
1242,Microondas,$70.09,9,26/07/2024,Electrodomésticos,630.81
2301,Parlantes Bluetooth,$61.21,9,26/07/2024,Electrónica,550.89
2390,Consola de videojuegos,$108.30,4,26/07/2024,Electrónica,433.20
2561,Parlantes Bluetooth,$28.91,1,26/07/2024,Electrónica,28.91
2712,Televisor,$57.13,8,26/07/2024,Electrónica,457.04
2857,Cámara digital,$102.70,10,26/07/2024,Electrónica,1027.00
2901,Parlantes Bluetooth,$93.37,10,26/07/2024,Electrónica,933.70
290,Adorno de pared,$100.50,12,27/07/2024,Decoración,1206.00
1827,Horno eléctrico,$97.56,9,27/07/2024,Electrodomésticos,878.04
1829,Batidora,$96.16,1,27/07/2024,Electrodomésticos,96.16
2045,Auriculares,$94.17,5,27/07/2024,Electrónica,470.85
2518,SmartWatch,$114.56,3,27/07/2024,Electrónica,343.68
2853,Smartphone,$69.68,1,27/07/2024,Electrónica,69.68
631,Lámpara de mesa,$111.73,5,28/07/2024,Decoración,558.65
1213,Microondas,$57.17,5,28/07/2024,Electrodomésticos,285.85
1506,Secadora,$98.85,11,28/07/2024,Electrodomésticos,1087.35
1561,Freidora eléctrica,$88.22,12,28/07/2024,Electrodomésticos,1058.64
1811,Freidora eléctrica,$50.06,3,28/07/2024,Electrodomésticos,150.18
2159,Proyector,$38.48,6,28/07/2024,Electrónica,230.88
2491,Parlantes Bluetooth,$123.50,9,28/07/2024,Electrónica,1111.50
2786,Laptop,$123.95,11,28/07/2024,Electrónica,1363.45
571,Lámpara de mesa,$82.77,9,29/07/2024,Decoración,744.93
845,Alfombra,$46.70,3,29/07/2024,Decoración,140.10
1375,Lavadora,$78.13,5,29/07/2024,Electrodomésticos,390.65
1413,Microondas,$39.87,11,29/07/2024,Electrodomésticos,438.57
1505,Lavadora,$78.11,12,29/07/2024,Electrodomésticos,937.32
1915,Lavadora,$106.83,12,29/07/2024,Electrodomésticos,1281.96
791,Lámpara de mesa,$32.02,6,30/07/2024,Decoración,192.12
826,Cortinas,$61.22,1,30/07/2024,Decoración,61.22
1317,Horno eléctrico,$62.18,1,30/07/2024,Electrodomésticos,62.18
1723,Microondas,$103.60,9,30/07/2024,Electrodomésticos,932.40
2054,Tablet,$96.64,9,30/07/2024,Electrónica,869.76
2318,SmartWatch,$122.04,9,30/07/2024,Electrónica,1098.36
2372,Televisor,$36.05,7,30/07/2024,Electrónica,252.35
2475,Auriculares,$78.96,1,30/07/2024,Electrónica,78.96
2628,SmartWatch,$97.44,7,30/07/2024,Electrónica,682.08
2722,Televisor,$61.60,11,30/07/2024,Electrónica,677.60
2762,Televisor,$107.05,11,30/07/2024,Electrónica,1177.55
1068,Cafetera,$26.30,1,31/07/2024,Electrodomésticos,26.30
1458,Cafetera,$86.92,3,31/07/2024,Electrodomésticos,260.76
1475,Lavadora,$103.80,10,31/07/2024,Electrodomésticos,1038.00
1944,Aspiradora,$55.59,1,31/07/2024,Electrodomésticos,55.59
2130,Consola de videojuegos,$41.12,6,31/07/2024,Electrónica,246.72
2225,Auriculares,$66.16,7,31/07/2024,Electrónica,463.12
2408,SmartWatch,$101.54,5,31/07/2024,Electrónica,507.70
2488,SmartWatch,$71.56,5,31/07/2024,Electrónica,357.80
139,Candelabro,$114.30,2,01/08/2024,Decoración,228.60
423,Espejo decorativo,$115.45,4,01/08/2024,Decoración,461.80
533,Espejo decorativo,$94.06,6,01/08/2024,Decoración,564.36
860,Adorno de pared,$49.28,9,01/08/2024,Decoración,443.52
1155,Lavadora,$109.09,3,01/08/2024,Electrodomésticos,327.27
1331,Freidora eléctrica,$116.97,2,01/08/2024,Electrodomésticos,233.94
1854,Aspiradora,$103.99,8,01/08/2024,Electrodomésticos,831.92
2050,Consola de videojuegos,$88.73,12,01/08/2024,Electrónica,1064.76
2439,Proyector,$59.08,3,01/08/2024,Electrónica,177.24
2452,Televisor,$83.17,8,01/08/2024,Electrónica,665.36
2592,Televisor,$106.91,2,01/08/2024,Electrónica,213.82
2641,Parlantes Bluetooth,$47.01,11,01/08/2024,Electrónica,517.11
535,Alfombra,$115.82,1,02/08/2024,Decoración,115.82
692,Cuadro decorativo,$76.69,2,02/08/2024,Decoración,153.38
1002,Microondas,$62.61,8,02/08/2024,Electrodomésticos,500.88
1208,Cafetera,$54.34,4,02/08/2024,Electrodomésticos,217.36
1278,Cafetera,$67.33,8,02/08/2024,Electrodomésticos,538.64
1483,Microondas,$69.18,7,02/08/2024,Electrodomésticos,484.26
1902,Microondas,$75.91,3,02/08/2024,Electrodomésticos,227.73
2216,Laptop,$116.31,11,02/08/2024,Electrónica,1279.41
2880,Consola de videojuegos,$79.76,12,02/08/2024,Electrónica,957.12
2937,Cámara digital,$96.88,6,02/08/2024,Electrónica,581.28
174,Jarrón decorativo,$52.50,3,03/08/2024,Decoración,157.50
525,Alfombra,$29.53,12,03/08/2024,Decoración,354.36
528,Rincón de plantas,$83.39,6,03/08/2024,Decoración,500.34
1398,Cafetera,$26.98,10,03/08/2024,Electrodomésticos,269.80
1531,Freidora eléctrica,$43.88,9,03/08/2024,Electrodomésticos,394.92
1717,Horno eléctrico,$88.26,8,03/08/2024,Electrodomésticos,706.08
2093,Smartphone,$70.70,7,03/08/2024,Electrónica,494.90
2514,Tablet,$79.99,10,03/08/2024,Electrónica,799.90
2563,Smartphone,$90.19,1,03/08/2024,Electrónica,90.19
2737,Cámara digital,$60.78,8,03/08/2024,Electrónica,486.24
264,Jarrón decorativo,$53.14,5,04/08/2024,Decoración,265.70
372,Cuadro decorativo,$124.83,6,04/08/2024,Decoración,748.98
748,Rincón de plantas,$115.76,3,04/08/2024,Decoración,347.28
1013,Microondas,$67.16,1,04/08/2024,Electrodomésticos,67.16
1019,Batidora,$73.65,10,04/08/2024,Electrodomésticos,736.50
1438,Cafetera,$111.47,8,04/08/2024,Electrodomésticos,891.76
1661,Freidora eléctrica,$88.82,2,04/08/2024,Electrodomésticos,177.64
1775,Lavadora,$114.48,6,04/08/2024,Electrodomésticos,686.88
2114,Tablet,$64.99,3,04/08/2024,Electrónica,194.97
2336,Laptop,$42.58,9,04/08/2024,Electrónica,383.22
2578,SmartWatch,$26.11,7,04/08/2024,Electrónica,182.77
2620,Consola de videojuegos,$51.74,7,04/08/2024,Electrónica,362.18
2717,Cámara digital,$70.28,6,04/08/2024,Electrónica,421.68
2800,Consola de videojuegos,$121.62,2,04/08/2024,Electrónica,243.24
1174,Aspiradora,$69.14,8,05/08/2024,Electrodomésticos,553.12
1405,Lavadora,$68.06,10,05/08/2024,Electrodomésticos,680.60
2042,Televisor,$44.97,4,05/08/2024,Electrónica,179.88
2549,Proyector,$69.11,11,05/08/2024,Electrónica,760.21
2729,Proyector,$56.29,11,05/08/2024,Electrónica,619.19
2790,Consola de videojuegos,$83.70,1,05/08/2024,Electrónica,83.70
1312,Microondas,$118.10,10,06/08/2024,Electrodomésticos,1181.00
1419,Batidora,$60.56,1,06/08/2024,Electrodomésticos,60.56
1500,Plancha de vapor,$29.66,12,06/08/2024,Electrodomésticos,355.92
1683,Microondas,$120.94,2,06/08/2024,Electrodomésticos,241.88
1757,Horno eléctrico,$34.07,8,06/08/2024,Electrodomésticos,272.56
2299,Proyector,$78.69,2,06/08/2024,Electrónica,157.38
843,Espejo decorativo,$32.80,12,07/08/2024,Decoración,393.60
1017,Horno eléctrico,$114.97,8,07/08/2024,Electrodomésticos,919.76
1284,Aspiradora,$31.94,7,07/08/2024,Electrodomésticos,223.58
2249,Proyector,$78.26,9,07/08/2024,Electrónica,704.34
2922,Televisor,$115.66,12,07/08/2024,Electrónica,1387.92
1406,Secadora,$113.35,8,08/08/2024,Electrodomésticos,906.80
1580,Plancha de vapor,$103.76,7,08/08/2024,Electrodomésticos,726.32
1725,Lavadora,$38.16,6,08/08/2024,Electrodomésticos,228.96
1922,Microondas,$58.19,6,08/08/2024,Electrodomésticos,349.14
2815,Auriculares,$117.07,12,08/08/2024,Electrónica,1404.84
2839,Proyector,$41.28,12,08/08/2024,Electrónica,495.36
586,Cortinas,$31.36,7,09/08/2024,Decoración,219.52
739,Candelabro,$36.73,11,09/08/2024,Decoración,404.03
1202,Microondas,$119.25,11,09/08/2024,Electrodomésticos,1311.75
1654,Aspiradora,$83.90,1,09/08/2024,Electrodomésticos,83.90
1809,Batidora,$42.42,4,09/08/2024,Electrodomésticos,169.68
2798,SmartWatch,$56.58,12,09/08/2024,Electrónica,678.96
2989,Televisor,$79.99,4,09/08/2024,Electrónica,319.96
295,Alfombra,$38.83,10,10/08/2024,Decoración,388.30
1259,Batidora,$71.83,12,10/08/2024,Electrodomésticos,861.96
2076,Laptop,$111.86,2,10/08/2024,Electrónica,223.72
2078,SmartWatch,$107.98,8,10/08/2024,Electrónica,863.84
2186,Laptop,$55.27,5,10/08/2024,Electrónica,276.35
289,Candelabro,$52.41,1,11/08/2024,Decoración,52.41
1289,Batidora,$76.71,7,11/08/2024,Electrodomésticos,536.97
